Delivery_person_Age,Delivery_person_Ratings,distance_km,Vehicle_condition,multiple_deliveries,city_enc,vehicle_enc,order_enc,festival_enc,order_hour,is_peak_hour,is_weekend,weather_Cloudy,weather_Fog,weather_Sandstorms,weather_Stormy,weather_Sunny,weather_Windy,traffic_High,traffic_Jam,traffic_Low,traffic_Medium,severe_x_distance,Time_taken(min)
39.0,5.0,17.074806111801863,0,2.0,2,3,2,0,18,1,0,False,False,False,False,False,True,False,False,False,True,0.0,47.0
27.0,4.4,20.85094842431187,1,1.0,2,2,0,0,17,1,0,True,False,False,False,False,False,False,False,False,True,0.0,32.0
35.0,4.3,10.868838190113621,1,1.0,2,2,0,0,20,1,0,False,False,False,False,False,True,False,True,False,False,0.0,37.0
20.0,4.6,10.565032566504131,2,1.0,2,1,2,0,18,1,0,False,True,False,False,False,False,False,False,False,True,0.0,26.0
27.0,3.2,10.756273454297123,2,1.0,2,2,0,0,22,0,0,False,False,False,False,True,False,False,False,True,False,0.0,36.0
23.0,4.6,19.974363119323215,1,0.0,1,2,0,0,22,0,0,False,False,True,False,False,False,False,False,True,False,19.974363119323215,17.0
27.0,4.6,14.021756535050493,2,1.0,1,1,1,0,17,1,0,False,False,False,False,True,False,False,False,False,True,0.0,11.0
20.0,5.0,12.418462399627495,2,1.0,2,2,1,0,21,1,0,False,False,False,True,False,False,False,True,False,False,12.418462399627495,17.0
30.0,4.7,16.818368923732613,1,1.0,2,2,1,0,19,1,0,False,True,False,False,False,False,False,False,True,False,0.0,31.0
27.0,4.1,16.72060564152958,2,1.0,2,1,2,0,18,1,0,False,True,False,False,False,False,False,False,False,True,0.0,33.0
35.0,4.3,19.975642174489852,1,1.0,2,3,3,0,21,1,0,False,False,False,True,False,False,False,True,False,False,19.975642174489852,37.0
30.0,4.1,16.659963190057415,0,2.0,2,3,3,0,19,1,0,False,False,True,False,False,False,False,True,False,False,16.659963190057415,52.0
32.0,3.9,20.44292976252901,1,1.0,2,2,1,0,20,1,0,False,False,False,False,False,True,False,True,False,False,0.0,38.0
30.0,4.7,16.85256546543028,3,1.0,1,3,2,1,19,1,0,False,True,False,False,False,False,False,False,True,False,0.0,43.0
30.0,4.7,12.434585525064866,0,1.0,2,3,3,0,23,0,0,False,False,False,False,False,True,False,False,True,False,0.0,29.0
28.0,4.9,19.91296718928853,2,1.0,1,2,0,0,17,1,0,False,False,False,True,False,False,False,False,False,True,19.91296718928853,29.0
23.0,4.6,10.641490945494409,2,1.0,2,2,1,0,17,1,0,False,False,False,False,False,True,False,False,False,True,0.0,25.0
20.0,4.9,13.406000552536867,0,0.0,2,3,0,0,20,1,0,False,False,False,False,True,False,False,True,False,False,0.0,19.0
39.0,4.5,10.7555029596215,0,0.0,2,3,3,0,23,0,0,False,False,False,False,True,False,False,False,True,False,0.0,28.0
32.0,4.9,12.58026782240096,2,1.0,1,2,1,0,17,1,0,False,True,False,False,False,False,False,False,False,True,0.0,41.0
22.0,4.8,17.072871906399556,2,1.0,1,2,0,0,20,1,0,False,False,False,True,False,False,False,True,False,False,17.072871906399556,26.0
28.0,4.8,17.29786575291325,0,0.0,1,3,1,0,22,0,0,True,False,False,False,False,False,False,False,True,False,0.0,20.0
35.0,3.7,19.615926964388624,1,1.0,2,2,2,0,21,1,0,False,False,False,True,False,False,False,True,False,False,19.615926964388624,32.0
21.0,4.6,10.756990051436132,0,0.0,2,3,2,0,20,1,0,True,False,False,False,False,False,False,True,False,False,0.0,43.0
36.0,4.8,10.564596934158219,2,1.0,1,3,2,0,22,0,0,False,False,False,True,False,False,False,False,True,False,10.564596934158219,19.0
30.0,4.7,12.101403911098705,2,1.0,2,1,3,0,19,1,0,True,False,False,False,False,False,False,False,False,True,0.0,27.0
35.0,4.7,20.856833724898493,2,0.0,2,2,0,0,22,0,0,False,False,False,False,False,True,False,False,True,False,0.0,15.0
30.0,4.5,13.972123977178622,0,1.0,2,3,2,0,23,0,0,False,False,False,False,True,False,False,False,True,False,0.0,22.0
24.0,5.0,10.723989806656368,2,0.0,1,1,1,0,21,1,0,False,False,False,False,False,True,False,True,False,False,0.0,17.0
33.0,4.6,10.756697879102619,0,2.0,2,3,2,0,20,1,0,False,True,False,False,False,False,False,True,False,False,0.0,50.0
20.0,4.9,16.635820545592292,2,1.0,2,2,0,0,20,1,0,False,False,False,False,True,False,False,True,False,False,0.0,11.0
34.0,4.5,19.36427479298585,2,1.0,2,1,1,0,21,1,0,False,False,False,False,True,False,False,True,False,False,0.0,20.0
39.0,4.9,10.867138302160432,2,1.0,2,2,1,0,18,1,0,False,False,False,True,False,False,False,False,False,True,10.867138302160432,29.0
28.0,4.8,10.723286946137815,2,1.0,2,1,3,0,0,0,0,False,True,False,False,False,False,False,False,True,False,0.0,28.0
30.0,4.2,13.580373876280879,2,1.0,1,3,1,0,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,36.0
23.0,4.7,13.611544388190575,2,0.0,2,3,2,0,23,0,0,False,False,False,True,False,False,False,False,True,False,13.611544388190575,16.0
32.0,3.5,17.29786575291325,1,0.0,1,2,0,0,21,1,0,False,False,False,True,False,False,False,True,False,False,17.29786575291325,35.0
20.0,4.9,19.688565914789702,1,0.0,2,3,3,0,19,1,0,False,False,False,False,False,True,False,True,False,False,0.0,21.0
28.0,4.8,19.61901197596057,0,1.0,2,3,3,0,17,1,0,True,False,False,False,False,False,False,False,False,True,0.0,32.0
25.0,4.2,13.788747286078188,0,1.0,2,3,3,0,20,1,0,False,False,True,False,False,False,False,True,False,False,13.788747286078188,35.0
28.0,4.1,16.822056546203214,2,1.0,2,2,0,0,20,1,0,False,True,False,False,False,False,False,True,False,False,0.0,33.0
30.0,4.7,13.610877575672198,3,1.0,2,1,0,0,19,1,0,False,True,False,False,False,False,False,False,True,False,0.0,27.0
37.0,4.7,12.41898167230365,0,1.0,2,3,3,0,20,1,0,False,False,False,True,False,False,False,True,False,False,12.41898167230365,45.0
38.0,4.2,19.760743726313585,2,1.0,2,2,3,0,18,1,0,True,False,False,False,False,False,False,False,False,True,0.0,31.0
24.0,4.9,12.293207925868513,2,2.0,2,2,0,1,20,1,0,True,False,False,False,False,False,False,True,False,False,0.0,44.0
37.0,4.6,12.420345124240976,0,1.0,1,3,0,0,23,0,0,False,False,False,False,False,True,False,False,True,False,0.0,26.0
33.0,4.9,10.724517748046024,1,1.0,2,3,0,0,18,1,0,False,False,False,False,True,False,False,False,False,True,0.0,22.0
33.0,4.3,19.91554755152054,2,1.0,1,2,1,0,19,1,0,False,False,False,True,False,False,False,True,False,False,19.91554755152054,40.0
28.0,4.8,12.233735310134827,2,0.0,2,1,3,0,23,0,0,False,False,True,False,False,False,False,False,True,False,12.233735310134827,10.0
33.0,5.0,12.072385194581402,1,0.0,2,3,0,0,17,1,0,False,False,False,True,False,False,False,False,False,True,12.072385194581402,24.0
31.0,4.3,17.29786575291325,2,1.0,2,1,2,0,20,1,0,False,False,False,False,False,True,False,True,False,False,0.0,31.0
23.0,4.4,12.435005114517455,0,1.0,2,3,3,0,20,1,0,False,False,False,True,False,False,False,True,False,False,12.435005114517455,37.0
31.0,4.4,14.022136830289478,1,0.0,2,3,3,0,19,1,0,False,False,False,False,False,True,False,True,False,False,0.0,41.0
29.0,4.6,14.15280068944862,2,1.0,2,3,3,0,19,1,0,False,False,False,False,True,False,False,True,False,False,0.0,11.0
37.0,4.9,19.362530001074912,0,0.0,2,3,1,0,23,0,0,True,False,False,False,False,False,False,False,True,False,0.0,35.0
25.0,5.0,13.768718508386597,0,1.0,2,3,2,0,19,1,0,False,False,False,False,True,False,False,False,False,True,0.0,27.0
28.0,4.6,16.826241648658115,1,1.0,2,2,0,0,19,1,0,False,False,False,True,False,False,False,True,False,False,16.826241648658115,22.0
29.0,4.8,10.708220667367794,1,1.0,2,3,0,0,20,1,0,False,False,True,False,False,False,False,True,False,False,10.708220667367794,28.0
31.0,4.5,10.42732189063304,1,0.0,2,2,0,0,19,1,0,False,False,False,False,True,False,False,True,False,False,0.0,25.0
37.0,4.8,20.44292976252901,1,1.0,2,2,2,0,22,0,0,False,False,False,True,False,False,False,False,True,False,20.44292976252901,22.0
21.0,4.8,16.721976048741215,1,0.0,2,3,1,0,22,0,0,False,False,False,False,False,True,False,False,True,False,0.0,17.0
33.0,4.8,13.988777563349286,2,0.0,1,2,2,0,23,0,0,False,False,False,True,False,False,False,False,True,False,13.988777563349286,23.0
34.0,4.2,20.253101372632372,0,3.0,2,3,0,0,22,0,0,False,False,True,False,False,False,False,True,False,False,20.253101372632372,48.0
23.0,4.9,10.724956120302584,2,1.0,2,2,3,0,20,1,0,False,False,True,False,False,False,False,True,False,False,10.724956120302584,16.0
28.0,3.3,12.233239995053253,1,1.0,2,3,2,0,23,0,0,False,False,False,False,True,False,False,False,True,False,0.0,36.0
25.0,4.6,13.406029476290724,0,1.0,2,3,0,0,20,1,0,False,False,False,False,True,False,False,True,False,False,0.0,26.0
39.0,4.0,10.427668815941242,2,1.0,2,2,1,0,21,1,0,True,False,False,False,False,False,False,True,False,False,0.0,40.0
36.0,4.5,12.071652559029582,2,1.0,2,2,2,0,20,1,0,False,False,False,False,True,False,False,True,False,False,0.0,20.0
24.0,4.7,17.29786575291325,2,1.0,1,1,3,0,17,1,0,False,False,False,True,False,False,False,False,False,True,17.29786575291325,18.0
32.0,4.4,13.68149202266889,2,0.0,2,2,1,0,20,1,0,False,False,False,False,False,True,False,True,False,False,0.0,38.0
20.0,4.0,20.44292976252901,2,1.0,2,2,3,0,17,1,0,False,True,False,False,False,False,False,False,False,True,0.0,33.0
36.0,4.5,13.681416111912892,1,1.0,1,3,1,0,18,1,0,False,False,False,False,False,True,False,False,False,True,0.0,22.0
39.0,4.9,10.724189700859583,1,0.0,2,3,3,0,0,0,0,False,False,False,False,False,True,False,False,True,False,0.0,29.0
28.0,4.2,17.097972861362276,0,1.0,1,3,0,0,22,0,0,False,False,True,False,False,False,False,True,False,False,17.097972861362276,31.0
38.0,4.7,14.022295961633713,0,0.0,2,3,3,0,22,0,0,False,False,True,False,False,False,False,False,True,False,14.022295961633713,28.0
39.0,3.9,10.757014337994882,2,1.0,2,2,0,0,18,1,0,False,False,False,False,False,True,False,False,False,True,0.0,37.0
22.0,4.8,10.724960763776828,2,0.0,2,1,0,0,23,0,0,False,False,False,False,False,True,False,False,True,False,0.0,13.0
34.0,4.7,12.417115998944011,0,2.0,2,3,3,0,18,1,0,False,False,True,False,False,False,False,False,False,True,12.417115998944011,44.0
30.0,3.0,17.138295790539786,0,1.0,2,3,1,0,22,0,0,False,False,False,False,True,False,False,False,True,False,0.0,34.0
24.0,4.7,16.847895631642253,2,1.0,2,1,0,0,23,0,0,False,True,False,False,False,False,False,False,True,False,0.0,20.0
28.0,4.9,20.18348136584519,1,1.0,2,2,2,0,22,0,0,False,True,False,False,False,False,False,False,True,False,0.0,27.0
25.0,4.8,12.58026782240096,0,0.0,2,3,2,0,20,1,0,False,False,False,True,False,False,False,True,False,False,12.58026782240096,30.0
33.0,4.0,10.56497410160339,0,1.0,2,3,2,0,23,0,0,False,True,False,False,False,False,False,False,True,False,0.0,35.0
21.0,4.8,16.902909983695867,2,1.0,2,2,3,0,20,1,0,False,False,True,False,False,False,False,True,False,False,16.902909983695867,25.0
38.0,4.6,12.29361121840287,2,2.0,2,3,3,0,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,38.0
29.0,4.6,20.18090860125022,1,1.0,2,3,0,0,18,1,0,True,False,False,False,False,False,False,False,False,True,0.0,27.0
20.0,4.7,16.385802266862793,1,2.0,2,3,2,0,21,1,0,False,True,False,False,False,False,False,True,False,False,0.0,36.0
37.0,4.8,12.463962426993913,1,1.0,2,3,0,0,21,1,0,False,False,False,True,False,False,False,True,False,False,12.463962426993913,27.0
29.0,2.5,16.852688970823085,1,0.0,2,3,0,0,23,0,0,False,False,False,False,True,False,False,False,True,False,0.0,34.0
37.0,4.3,19.617929437389435,2,1.0,2,1,3,0,23,0,0,False,True,False,False,False,False,False,False,True,False,0.0,35.0
30.0,4.7,20.96888932863528,2,0.0,2,3,1,0,19,1,0,True,False,False,False,False,False,False,False,False,True,0.0,39.0
35.0,4.6,17.078029070273278,2,1.0,2,3,3,0,22,0,0,False,False,False,True,False,False,False,False,True,False,17.078029070273278,15.0
36.0,3.6,12.254988311075596,2,2.0,1,1,2,0,18,1,0,False,False,False,True,False,False,False,False,False,True,12.254988311075596,36.0
32.0,4.7,10.433242609954101,2,1.0,2,3,2,0,17,1,0,False,False,False,True,False,False,False,False,False,True,10.433242609954101,26.0
30.0,4.6,12.58026782240096,2,0.0,2,1,0,0,21,1,0,False,False,True,False,False,False,False,True,False,False,12.58026782240096,28.0
23.0,4.6,13.789630729980562,0,0.0,2,3,3,0,22,0,0,False,False,False,False,False,True,False,True,False,False,0.0,31.0
27.0,4.9,10.587732954177069,1,1.0,2,3,3,0,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,43.0
23.0,4.7,14.022253080995231,2,1.0,1,3,3,0,18,1,0,False,True,False,False,False,False,False,False,False,True,0.0,34.0
28.0,4.9,14.02184017066065,2,0.0,2,2,2,0,20,1,0,False,False,False,False,False,True,False,True,False,False,0.0,15.0
36.0,4.4,17.138041435510257,1,2.0,2,3,3,0,21,1,0,True,False,False,False,False,False,False,True,False,False,0.0,41.0
35.0,4.2,10.756165907453587,1,1.0,2,2,0,0,20,1,0,False,False,True,False,False,False,False,True,False,False,10.756165907453587,32.0
28.0,5.0,13.7884543583669,2,2.0,2,2,3,0,21,1,0,True,False,False,False,False,False,False,True,False,False,0.0,44.0
37.0,3.7,19.364487993280896,1,1.0,2,2,1,0,21,1,0,False,False,True,False,False,False,False,True,False,False,19.364487993280896,37.0
20.0,4.5,17.29786575291325,0,0.0,2,3,1,0,22,0,0,False,False,False,True,False,False,False,False,True,False,17.29786575291325,17.0
28.0,4.9,10.906470984869689,1,1.0,1,3,1,0,23,0,0,True,False,False,False,False,False,False,False,True,False,0.0,29.0
25.0,4.6,12.417487520918895,2,1.0,2,2,1,0,19,1,0,False,False,True,False,False,False,False,True,False,False,12.417487520918895,25.0
24.0,4.6,16.384502397510182,0,1.0,2,3,3,0,20,1,0,False,False,False,False,False,True,False,True,False,False,0.0,38.0
22.0,4.7,16.851359915661256,0,1.0,2,3,1,0,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,35.0
25.0,4.7,12.46418980459368,0,0.0,2,3,0,0,18,1,0,False,False,False,False,False,True,False,False,False,True,0.0,36.0
27.0,5.0,17.09838855662463,1,0.0,2,2,0,0,20,1,0,False,False,False,False,False,True,False,True,False,False,0.0,25.0
33.0,4.8,10.564987742503256,2,1.0,2,1,0,0,17,1,0,False,True,False,False,False,False,False,False,False,True,0.0,30.0
36.0,4.6,10.867258681532135,0,1.0,2,3,2,0,21,1,0,True,False,False,False,False,False,False,True,False,False,0.0,44.0
36.0,4.9,12.074047498027575,2,1.0,2,1,3,0,22,0,0,False,True,False,False,False,False,False,False,True,False,0.0,29.0
31.0,4.8,12.464422665211348,0,0.0,2,3,1,0,22,0,0,False,False,False,False,True,False,False,False,True,False,0.0,26.0
22.0,4.1,14.021819246588827,2,1.0,2,3,0,0,17,1,0,True,False,False,False,False,False,False,False,False,True,0.0,36.0
32.0,4.7,13.407238587856966,0,1.0,2,3,1,0,23,0,0,False,False,False,True,False,False,False,False,True,False,13.407238587856966,27.0
36.0,3.6,12.418394742110447,2,1.0,2,2,3,0,0,0,0,False,True,False,False,False,False,False,False,True,False,0.0,35.0
37.0,4.6,13.989695713800396,2,0.0,2,3,3,0,20,1,0,False,False,True,False,False,False,False,True,False,False,13.989695713800396,27.0
27.0,4.6,12.162306145096025,0,1.0,2,3,1,0,20,1,0,False,False,True,False,False,False,False,True,False,False,12.162306145096025,30.0
28.0,4.7,12.294187491090895,2,0.0,2,2,2,0,21,1,0,False,False,True,False,False,False,False,True,False,False,12.294187491090895,27.0
21.0,4.7,16.384574278446483,2,1.0,2,1,2,0,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,30.0
31.0,4.5,10.709003371535417,1,1.0,2,2,1,0,20,1,0,False,False,False,True,False,False,False,True,False,False,10.709003371535417,32.0
23.0,4.9,17.07799287216204,1,1.0,2,2,2,0,17,1,0,False,False,True,False,False,False,False,False,False,True,17.07799287216204,29.0
24.0,4.9,10.880951367269885,0,0.0,2,3,0,0,18,1,0,False,False,True,False,False,False,False,False,False,True,10.880951367269885,22.0
26.0,4.5,19.976712110350487,0,1.0,2,3,3,0,18,1,0,False,True,False,False,False,False,False,False,False,True,0.0,37.0
30.0,5.0,12.116886186590973,0,2.0,2,3,2,1,20,1,0,False,True,False,False,False,False,False,True,False,False,0.0,48.0
38.0,4.2,12.241181140730713,1,1.0,2,3,3,0,21,1,0,False,False,True,False,False,False,False,True,False,False,12.241181140730713,41.0
25.0,4.9,19.760907746586085,2,0.0,2,1,3,0,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,38.0
32.0,5.0,10.88036428627722,1,1.0,2,3,0,0,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,38.0
39.0,5.0,11.007734763744619,0,1.0,2,3,2,1,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,46.0
33.0,4.0,12.162424445777306,2,1.0,2,2,3,0,18,1,0,True,False,False,False,False,False,False,False,False,True,0.0,33.0
33.0,4.7,12.418575637818037,2,1.0,2,2,1,0,22,0,0,False,False,False,False,True,False,False,False,True,False,0.0,22.0
31.0,4.8,13.990192142064847,0,1.0,2,3,1,0,21,1,0,False,False,False,True,False,False,False,True,False,False,13.990192142064847,42.0
21.0,5.0,13.970556078644911,0,2.0,2,3,2,1,21,1,0,True,False,False,False,False,False,False,True,False,False,0.0,42.0
34.0,5.0,16.635770753608572,0,1.0,2,3,1,1,21,1,0,False,False,False,False,False,True,False,True,False,False,0.0,42.0
34.0,5.0,16.83090555193196,1,1.0,2,3,0,0,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,39.0
21.0,4.7,20.206420943723728,1,1.0,1,2,2,0,19,1,0,True,False,False,False,False,False,False,True,False,False,0.0,33.0
39.0,4.1,10.905993510336609,0,0.0,1,3,0,0,18,1,0,False,False,False,True,False,False,False,False,False,True,10.905993510336609,37.0
25.0,4.2,10.704238934519317,2,1.0,2,3,0,0,20,1,0,False,True,False,False,False,False,False,True,False,False,0.0,43.0
25.0,4.7,11.916582838288104,0,1.0,2,3,0,0,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,48.0
35.0,4.9,20.206260324074304,0,1.0,1,3,0,0,23,0,0,False,False,True,False,False,False,False,False,True,False,20.206260324074304,28.0
26.0,4.5,13.762754362295334,2,1.0,1,2,1,0,19,1,0,False,False,False,True,False,False,False,True,False,False,13.762754362295334,15.0
30.0,4.7,10.58695309692162,3,1.0,2,1,0,0,19,1,0,False,True,False,False,False,False,False,False,True,False,0.0,23.0
35.0,4.3,19.3626986679347,0,0.0,2,3,2,0,18,1,0,False,False,True,False,False,False,False,False,False,True,19.3626986679347,38.0
38.0,4.7,12.073402311815224,0,2.0,2,3,1,1,21,1,0,True,False,False,False,False,False,False,True,False,False,0.0,42.0
33.0,4.8,19.762388480864143,1,2.0,1,2,1,1,22,0,0,False,True,False,False,False,False,False,True,False,False,0.0,40.0
26.0,4.9,14.021848812228344,0,1.0,2,3,3,0,22,0,0,False,True,False,False,False,False,False,False,True,False,0.0,21.0
20.0,5.0,17.074904532035713,0,1.0,2,3,2,1,20,1,0,True,False,False,False,False,False,False,True,False,False,0.0,43.0
37.0,3.7,12.236790662986138,1,1.0,2,2,2,0,19,1,0,False,False,True,False,False,False,False,True,False,False,12.236790662986138,33.0
38.0,4.8,10.906553214977128,1,1.0,2,2,0,0,21,1,0,False,False,False,True,False,False,False,True,False,False,10.906553214977128,25.0
28.0,4.6,16.385045825961107,1,0.0,2,2,1,0,17,1,0,False,False,True,False,False,False,False,False,False,True,16.385045825961107,19.0
37.0,4.4,20.181172140809302,0,1.0,2,3,1,0,23,0,0,False,True,False,False,False,False,False,False,True,False,0.0,41.0
28.0,4.6,13.830709083522443,1,0.0,2,3,1,0,22,0,0,False,True,False,False,False,False,False,False,True,False,0.0,25.0
36.0,4.7,14.15280068944862,1,1.0,1,3,2,0,22,0,0,False,False,True,False,False,False,False,False,True,False,14.15280068944862,25.0
37.0,4.9,12.116905670047105,2,1.0,2,3,3,0,18,1,0,False,False,False,False,True,False,False,False,False,True,0.0,27.0
39.0,4.7,10.42720866042292,1,1.0,2,2,3,0,19,1,0,False,False,False,False,True,False,False,True,False,False,0.0,19.0
31.0,5.0,16.72211837577326,2,1.0,2,2,0,0,20,1,0,False,False,True,False,False,False,False,True,False,False,16.72211837577326,25.0
29.0,4.0,17.29786575291325,0,1.0,2,3,2,0,19,1,0,False,False,True,False,False,False,False,True,False,False,17.29786575291325,32.0
30.0,4.9,19.66102221350665,0,1.0,2,3,3,0,17,1,0,False,True,False,False,False,False,False,False,False,True,0.0,36.0
37.0,4.6,19.659160370978906,2,1.0,2,2,2,0,19,1,0,False,False,True,False,False,False,False,False,False,True,19.659160370978906,23.0
38.0,4.9,10.867366120252033,1,1.0,1,2,2,0,20,1,0,False,False,False,False,True,False,False,True,False,False,0.0,29.0
20.0,5.0,17.076712975302453,2,1.0,2,2,0,0,21,1,0,False,False,False,True,False,False,False,True,False,False,17.076712975302453,26.0
22.0,4.9,13.972751063504555,2,1.0,2,3,1,0,19,1,0,False,False,False,True,False,False,False,True,False,False,13.972751063504555,27.0
30.0,4.7,20.96888932863528,1,1.0,2,2,3,0,19,1,0,False,False,False,False,True,False,False,False,False,True,0.0,14.0
20.0,4.9,11.007734763744619,0,1.0,2,3,3,0,17,1,0,False,False,True,False,False,False,False,False,False,True,11.007734763744619,28.0
29.0,4.9,10.721987300671117,2,1.0,1,2,2,0,23,0,0,True,False,False,False,False,False,False,False,True,False,0.0,22.0
30.0,4.7,20.96888932863528,3,1.0,2,2,2,0,19,1,0,False,True,False,False,False,False,False,False,True,False,0.0,42.0
31.0,4.9,11.007734763744619,1,1.0,2,3,1,0,21,1,0,False,False,False,False,True,False,False,True,False,False,0.0,30.0
25.0,5.0,10.865776701899678,1,1.0,2,2,2,0,17,1,0,False,False,True,False,False,False,False,False,False,True,10.865776701899678,21.0
30.0,4.8,14.15280068944862,1,0.0,1,2,3,0,22,0,0,False,False,False,False,True,False,False,False,True,False,0.0,22.0
30.0,4.7,20.20724042537554,3,0.0,2,0,3,0,19,1,0,False,True,False,False,False,False,False,False,True,False,0.0,30.0
34.0,4.1,13.989473698864705,0,0.0,2,3,0,0,18,1,0,False,False,True,False,False,False,False,False,False,True,13.989473698864705,47.0
25.0,4.7,10.881249731552508,2,1.0,2,2,1,0,22,0,0,False,True,False,False,False,False,False,False,True,False,0.0,25.0
38.0,4.9,13.787860239172547,2,1.0,2,3,0,0,23,0,0,False,False,True,False,False,False,False,False,True,False,13.787860239172547,28.0
30.0,4.6,17.137879924186517,1,1.0,2,2,0,0,19,1,0,False,True,False,False,False,False,False,False,False,True,0.0,35.0
26.0,4.9,13.407092693002484,0,0.0,1,3,1,0,22,0,0,False,False,False,True,False,False,False,False,True,False,13.407092693002484,24.0
32.0,4.6,19.362740471251666,1,0.0,1,3,3,0,22,0,0,True,False,False,False,False,False,False,False,True,False,0.0,27.0
24.0,4.7,17.098467518755893,0,1.0,2,3,1,0,21,1,0,False,True,False,False,False,False,False,True,False,False,0.0,35.0
28.0,4.6,19.761706467413592,0,1.0,1,3,0,0,19,1,0,False,False,False,False,False,True,False,True,False,False,0.0,29.0
32.0,4.8,12.416871691606959,0,1.0,1,3,3,0,23,0,0,False,False,False,True,False,False,False,False,True,False,12.416871691606959,24.0
30.0,4.8,16.384366809227615,1,0.0,1,2,3,0,17,1,0,False,False,True,False,False,False,False,False,False,True,16.384366809227615,22.0
38.0,4.6,12.418408999826822,2,1.0,1,2,0,0,22,0,0,False,False,False,False,True,False,False,False,True,False,0.0,25.0
30.0,4.7,19.661019603214875,1,1.0,1,2,3,0,19,1,0,False,False,False,True,False,False,False,True,False,False,19.661019603214875,27.0
35.0,4.9,17.073537690614117,2,1.0,2,2,2,0,22,0,0,False,False,False,True,False,False,False,False,True,False,17.073537690614117,26.0
33.0,5.0,13.405971717381743,2,0.0,1,2,2,0,20,1,0,False,False,False,False,True,False,False,True,False,False,0.0,17.0
35.0,3.7,10.881731319465791,1,1.0,2,2,2,0,19,1,0,False,False,False,True,False,False,False,True,False,False,10.881731319465791,36.0
30.0,4.7,19.875680604910734,2,1.0,2,3,1,0,20,1,0,False,False,False,False,False,True,False,True,False,False,0.0,26.0
31.0,4.4,10.865084189986677,1,1.0,2,3,1,0,19,1,0,False,False,True,False,False,False,False,True,False,False,10.865084189986677,36.0
36.0,4.7,12.419464414087114,1,0.0,2,2,2,0,22,0,0,False,False,False,True,False,False,False,True,False,False,12.419464414087114,27.0
27.0,4.6,20.178100872931342,2,1.0,1,2,1,0,18,1,0,False,False,True,False,False,False,False,False,False,True,20.178100872931342,28.0
27.0,4.9,20.44292976252901,0,0.0,2,3,2,0,23,0,0,False,False,True,False,False,False,False,False,True,False,20.44292976252901,21.0
37.0,4.8,11.916606438888204,0,1.0,2,3,2,0,20,1,0,False,True,False,False,False,False,False,True,False,False,0.0,40.0
21.0,4.9,16.384334344092046,2,1.0,2,1,2,0,18,1,0,False,False,False,True,False,False,False,False,False,True,16.384334344092046,25.0
36.0,4.9,10.602450942886513,2,1.0,2,2,1,0,20,1,0,False,False,False,True,False,False,False,True,False,False,10.602450942886513,28.0
33.0,4.5,17.09792543535391,2,0.0,2,2,2,0,20,1,0,False,False,True,False,False,False,False,True,False,False,17.09792543535391,39.0
21.0,5.0,12.16161548161981,0,1.0,2,3,0,0,18,1,0,False,False,False,True,False,False,False,False,False,True,12.16161548161981,38.0
37.0,4.2,20.253686746640916,0,1.0,2,3,2,0,18,1,0,False,False,False,False,False,True,False,False,False,True,0.0,45.0
30.0,3.7,16.659838319169715,2,1.0,2,3,2,0,19,1,0,False,False,True,False,False,False,False,True,False,False,16.659838319169715,32.0
36.0,3.6,12.419787919082209,1,1.0,2,2,1,0,17,1,0,False,False,False,True,False,False,False,False,False,True,12.419787919082209,34.0
27.0,5.0,10.427235657896496,0,1.0,1,3,0,0,18,1,0,False,False,False,False,True,False,False,False,False,True,0.0,18.0
39.0,4.0,12.100287598006089,1,2.0,2,2,0,0,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,40.0
25.0,4.9,12.464367397048669,2,1.0,1,1,2,0,22,0,0,False,True,False,False,False,False,False,False,True,False,0.0,20.0
36.0,4.4,10.756415548797705,0,1.0,2,3,0,0,20,1,0,False,False,False,False,True,False,False,True,False,False,0.0,35.0
28.0,4.3,19.88997830374344,1,1.0,2,2,1,0,22,0,0,False,True,False,False,False,False,False,True,False,False,0.0,40.0
26.0,4.9,16.38598063528554,2,1.0,2,2,3,0,21,1,0,False,False,False,True,False,False,False,True,False,False,16.38598063528554,23.0
36.0,4.9,10.906379593113721,2,1.0,2,1,1,0,17,1,0,False,False,True,False,False,False,False,False,False,True,10.906379593113721,29.0
31.0,4.2,13.631440268080546,2,0.0,2,2,2,0,20,1,0,False,True,False,False,False,False,False,True,False,False,0.0,48.0
26.0,5.0,12.103166363270562,1,1.0,1,2,0,0,21,1,0,False,False,False,False,True,False,False,True,False,False,0.0,24.0
27.0,4.6,13.680927409309072,2,1.0,2,2,3,0,18,1,0,False,False,False,False,True,False,False,False,False,True,0.0,17.0
24.0,4.7,20.254010036496762,0,1.0,2,3,1,0,17,1,0,False,False,False,False,False,True,False,False,False,True,0.0,29.0
